,type,question,ca1,ca2,ca3,ca4,answer,query,input,output,new_output
1818,i,Dave wanted to quit smoking cold turkey. His first step was to,throw out his cigarettes.,put the turkey in the oven.,put the turkey in the fridge.,get a blanket.,0,"Choose the correct answer below:
Dave wanted to quit smoking cold turkey. His first step was to
1) throw out his cigarettes.
2) put the turkey in the oven.
3) put the turkey in the fridge.
4) get a blanket.","Choose the correct answer below:
Dave wanted to quit smoking cold turkey. His first step was to
1) throw out his cigarettes.
2) put the turkey in the oven.
3) put the turkey in the fridge.
4) get a blanket.","1. throw out his cigarettes.
",1
1819,o,Most of the students were falling asleep in lecture because of the professor. The popular consensus was that the professor was,a great lecturer.,very exciting.,incredibly lively.,boring.,3,"Choose the correct answer below:
Most of the students were falling asleep in lecture because of the professor. The popular consensus was that the professor was
1) a great lecturer.
2) very exciting.
3) incredibly lively.
4) boring.","Choose the correct answer below:
Most of the students were falling asleep in lecture because of the professor. The popular consensus was that the professor was
1) a great lecturer.
2) very exciting.
3) incredibly lively.
4) boring.","4. boring.
",4
1820,o,"He loves painting very much, he",admires Daqian Zhang most.,doesn't like eating hamburgers.,thinks Industrial Revolution is one of the most important events during the art history.,thinks Justin Bieber is the most successful person.,0,"Choose the correct answer below:
He loves painting very much, he
1) admires Daqian Zhang most.
2) doesn't like eating hamburgers.
3) thinks Industrial Revolution is one of the most important events during the art history.
4) thinks Justin Bieber is the most successful person.","Choose the correct answer below:
He loves painting very much, he
1) admires Daqian Zhang most.
2) doesn't like eating hamburgers.
3) thinks Industrial Revolution is one of the most important events during the art history.
4) thinks Justin Bieber is the most successful person.","1. admires Daqian Zhang most.
",1
1821,o,A duck paddles down the river on a summer day. He,chases a squirrel across the field.,reads the newspaper,relaxes in the canoe.,eats some reeds.,3,"Choose the correct answer below:
A duck paddles down the river on a summer day. He
1) chases a squirrel across the field.
2) reads the newspaper
3) relaxes in the canoe.
4) eats some reeds.","Choose the correct answer below:
A duck paddles down the river on a summer day. He
1) chases a squirrel across the field.
2) reads the newspaper
3) relaxes in the canoe.
4) eats some reeds.","4. eats some reeds.
",4
1822,o,"Joshua ate forty pounds of raw chicken, and eventually",felt sick.,began to discriminate against Catholics.,developed a sunburn.,changed his name to Marcus.,0,"Choose the correct answer below:
Joshua ate forty pounds of raw chicken, and eventually
1) felt sick.
2) began to discriminate against Catholics.
3) developed a sunburn.
4) changed his name to Marcus.","Choose the correct answer below:
Joshua ate forty pounds of raw chicken, and eventually
1) felt sick.
2) began to discriminate against Catholics.
3) developed a sunburn.
4) changed his name to Marcus.","1. felt sick.
",1
1823,q,I have 3 apples. I give 1 apple to my friend. I have,5 apples,water,2 left,water,2,"Choose the correct answer below:
I have 3 apples. I give 1 apple to my friend. I have
1) 5 apples
2) water
3) 2 left
4) water","Choose the correct answer below:
I have 3 apples. I give 1 apple to my friend. I have
1) 5 apples
2) water
3) 2 left
4) water","3. 2 left
",3
1824,o,Today is Monday. Tomorrow is,Monday,Wednesday,Thursday,Tuesday,3,"Choose the correct answer below:
Today is Monday. Tomorrow is
1) Monday
2) Wednesday
3) Thursday
4) Tuesday","Choose the correct answer below:
Today is Monday. Tomorrow is
1) Monday
2) Wednesday
3) Thursday
4) Tuesday","4. Tuesday
",4
1825,i,A man wanted to make peace with his brother. He,dug a hole in the backyard.,started to look for a shovel.,bought a tomahawk.,apologized for everything he had said.,3,"Choose the correct answer below:
A man wanted to make peace with his brother. He
1) dug a hole in the backyard.
2) started to look for a shovel.
3) bought a tomahawk.
4) apologized for everything he had said.","Choose the correct answer below:
A man wanted to make peace with his brother. He
1) dug a hole in the backyard.
2) started to look for a shovel.
3) bought a tomahawk.
4) apologized for everything he had said.","4. apologized for everything he had said.
",4
1826,o,The cat gets stuck in the tree. The owner,calls the fire department.,sends the dog up to get it.,flies up to it with a helicopter.,cuts the tree down.,0,"Choose the correct answer below:
The cat gets stuck in the tree. The owner
1) calls the fire department.
2) sends the dog up to get it.
3) flies up to it with a helicopter.
4) cuts the tree down.","Choose the correct answer below:
The cat gets stuck in the tree. The owner
1) calls the fire department.
2) sends the dog up to get it.
3) flies up to it with a helicopter.
4) cuts the tree down.","1. calls the fire department.
",1
1827,o,Noah said the burrito has steak in it. I can't eat it because,the burrito might explode.,vegetarians can't eat meat.,Noah has to fly to Germany.,I am hungry,1,"Choose the correct answer below:
Noah said the burrito has steak in it. I can't eat it because
1) the burrito might explode.
2) vegetarians can't eat meat.
3) Noah has to fly to Germany.
4) I am hungry","Choose the correct answer below:
Noah said the burrito has steak in it. I can't eat it because
1) the burrito might explode.
2) vegetarians can't eat meat.
3) Noah has to fly to Germany.
4) I am hungry","2. vegetarians can't eat meat.
",2
1828,o,As Chris and Sam sprinted away from their attackers they kept turning around to get a better look at them. All of a sudden when looking behind him Sam,decided to stop for a beer.,fell on the ground.,decided that running looked uncool.,sent the attacker to jail.,1,"Choose the correct answer below:
As Chris and Sam sprinted away from their attackers they kept turning around to get a better look at them. All of a sudden when looking behind him Sam
1) decided to stop for a beer.
2) fell on the ground.
3) decided that running looked uncool.
4) sent the attacker to jail.","Choose the correct answer below:
As Chris and Sam sprinted away from their attackers they kept turning around to get a better look at them. All of a sudden when looking behind him Sam
1) decided to stop for a beer.
2) fell on the ground.
3) decided that running looked uncool.
4) sent the attacker to jail.","2. fell on the ground.
",2
1829,o,The boy is playing in a soccer game. He,gets a first down.,gets a touchdown.,scores three baskets.,does a header.,3,"Choose the correct answer below:
The boy is playing in a soccer game. He
1) gets a first down.
2) gets a touchdown.
3) scores three baskets.
4) does a header.","Choose the correct answer below:
The boy is playing in a soccer game. He
1) gets a first down.
2) gets a touchdown.
3) scores three baskets.
4) does a header.","4. does a header.
",4
1830,p,Andy had a photographic memory. he,always take photos.,know how to take good photos.,is a photographer.,has a good memory,3,"Choose the correct answer below:
Andy had a photographic memory. he
1) always take photos.
2) know how to take good photos.
3) is a photographer.
4) has a good memory","Choose the correct answer below:
Andy had a photographic memory. he
1) always take photos.
2) know how to take good photos.
3) is a photographer.
4) has a good memory","4. has a good memory
",4
1831,o,"Tuberculosis -- or TB, as it’s commonly called -- is a contagious infection that usually attacks the lungs. It can also","spread to other parts of the body, like the brain and spine.",teleport across space and time.,use its lungs to sing a perfect pitch in the school chorus.,completely restore lung health in smokers if they contract it.,0,"Choose the correct answer below:
Tuberculosis -- or TB, as it’s commonly called -- is a contagious infection that usually attacks the lungs. It can also
1) spread to other parts of the body, like the brain and spine.
2) teleport across space and time.
3) use its lungs to sing a perfect pitch in the school chorus.
4) completely restore lung health in smokers if they contract it.","Choose the correct answer below:
Tuberculosis -- or TB, as it’s commonly called -- is a contagious infection that usually attacks the lungs. It can also
1) spread to other parts of the body, like the brain and spine.
2) teleport across space and time.
3) use its lungs to sing a perfect pitch in the school chorus.
4) completely restore lung health in smokers if they contract it.","1. spread to other parts of the body, like the brain and spine.
",1
1832,o,Caleb was not looking forward to traveling with his family. Whenever on vacation his family would always,eat out for dinner.,rent a car.,travel to cool places.,embarrassed him.,3,"Choose the correct answer below:
Caleb was not looking forward to traveling with his family. Whenever on vacation his family would always
1) eat out for dinner.
2) rent a car.
3) travel to cool places.
4) embarrassed him.","Choose the correct answer below:
Caleb was not looking forward to traveling with his family. Whenever on vacation his family would always
1) eat out for dinner.
2) rent a car.
3) travel to cool places.
4) embarrassed him.","4. embarrassed him.
",4
1833,o,The girl encounters a raccoon in her house. She,forgot to take her makeup off last night.,calls animal control.,feeds it some cat food.,introduces it to her cat.,1,"Choose the correct answer below:
The girl encounters a raccoon in her house. She
1) forgot to take her makeup off last night.
2) calls animal control.
3) feeds it some cat food.
4) introduces it to her cat.","Choose the correct answer below:
The girl encounters a raccoon in her house. She
1) forgot to take her makeup off last night.
2) calls animal control.
3) feeds it some cat food.
4) introduces it to her cat.","2. calls animal control.
",2
1834,r,Jack is walking in the hallway. Emma is biking on the sidewalk. Emma,is on the sidewalk,is in the hallway,nothing,is walking,0,"Choose the correct answer below:
Jack is walking in the hallway. Emma is biking on the sidewalk. Emma
1) is on the sidewalk
2) is in the hallway
3) nothing
4) is walking","Choose the correct answer below:
Jack is walking in the hallway. Emma is biking on the sidewalk. Emma
1) is on the sidewalk
2) is in the hallway
3) nothing
4) is walking","1. is on the sidewalk
",1
1835,o,"As a hemophiliac, Martha was always concerned about",whether her doctors were male.,having enough food in her house.,having an injury.,the ramifications of colonialism.,2,"Choose the correct answer below:
As a hemophiliac, Martha was always concerned about
1) whether her doctors were male.
2) having enough food in her house.
3) having an injury.
4) the ramifications of colonialism.","Choose the correct answer below:
As a hemophiliac, Martha was always concerned about
1) whether her doctors were male.
2) having enough food in her house.
3) having an injury.
4) the ramifications of colonialism.","3. having an injury.
",3
1836,o,The people went to the concert. They,shouted at their bosses.,danced around the question.,held up a lighter,sneaked into the closet.,2,"Choose the correct answer below:
The people went to the concert. They
1) shouted at their bosses.
2) danced around the question.
3) held up a lighter
4) sneaked into the closet.","Choose the correct answer below:
The people went to the concert. They
1) shouted at their bosses.
2) danced around the question.
3) held up a lighter
4) sneaked into the closet.","3. held up a lighter
",3
1837,p,The children are doing the monkey bars. They,feed the monkeys.,learn to do them backwards.,are going to the elephant exhibit next.,make faces at the gorillas.,1,"Choose the correct answer below:
The children are doing the monkey bars. They
1) feed the monkeys.
2) learn to do them backwards.
3) are going to the elephant exhibit next.
4) make faces at the gorillas.","Choose the correct answer below:
The children are doing the monkey bars. They
1) feed the monkeys.
2) learn to do them backwards.
3) are going to the elephant exhibit next.
4) make faces at the gorillas.","2. learn to do them backwards.
",2
1838,o,"After a long day of work, Frank just wanted to sit on the couch and watch TV. As he sat down and picked up the remote",he heard his kids calling his name for homework help so he ran and hid.,the TV picked up the remote.,the chair picked up the TV.,the tv picked up the chair.,0,"Choose the correct answer below:
After a long day of work, Frank just wanted to sit on the couch and watch TV. As he sat down and picked up the remote
1) he heard his kids calling his name for homework help so he ran and hid.
2) the TV picked up the remote.
3) the chair picked up the TV.
4) the tv picked up the chair.","Choose the correct answer below:
After a long day of work, Frank just wanted to sit on the couch and watch TV. As he sat down and picked up the remote
1) he heard his kids calling his name for homework help so he ran and hid.
2) the TV picked up the remote.
3) the chair picked up the TV.
4) the tv picked up the chair.","1. he heard his kids calling his name for homework help so he ran and hid.
",1
1839,i,Extra credit helps to score an A. By working for extra credit I am trying to,gain extra weight.,pass with flying colors.,fail all my classes.,score a goal in soccer.,1,"Choose the correct answer below:
Extra credit helps to score an A. By working for extra credit I am trying to
1) gain extra weight.
2) pass with flying colors.
3) fail all my classes.
4) score a goal in soccer.","Choose the correct answer below:
Extra credit helps to score an A. By working for extra credit I am trying to
1) gain extra weight.
2) pass with flying colors.
3) fail all my classes.
4) score a goal in soccer.","2. pass with flying colors.
",2
1840,o,"Because I never turned in my TB confirmation test, my school",failed me in all my classes.,forced me to play for the school football team,put a hold on my account.,gave me a free burrito,2,"Choose the correct answer below:
Because I never turned in my TB confirmation test, my school
1) failed me in all my classes.
2) forced me to play for the school football team
3) put a hold on my account.
4) gave me a free burrito","Choose the correct answer below:
Because I never turned in my TB confirmation test, my school
1) failed me in all my classes.
2) forced me to play for the school football team
3) put a hold on my account.
4) gave me a free burrito","3. put a hold on my account.
",3
1841,o,A cat passes by and pushes your mug off the table. It,apologizes for its behavior.,laughs at you and mocks you.,feels sorry and pays for your damage.,does not care and continues its day.,3,"Choose the correct answer below:
A cat passes by and pushes your mug off the table. It
1) apologizes for its behavior.
2) laughs at you and mocks you.
3) feels sorry and pays for your damage.
4) does not care and continues its day.","Choose the correct answer below:
A cat passes by and pushes your mug off the table. It
1) apologizes for its behavior.
2) laughs at you and mocks you.
3) feels sorry and pays for your damage.
4) does not care and continues its day.","4. does not care and continues its day.
",4
1842,o,"Question: A student is sad about his grade, he",shreds his exam paper.,lost his girlfriend.,watches his favorite TV.,tells this situation to his parent with smile face.,0,"Choose the correct answer below:
Question: A student is sad about his grade, he
1) shreds his exam paper.
2) lost his girlfriend.
3) watches his favorite TV.
4) tells this situation to his parent with smile face.","Choose the correct answer below:
Question: A student is sad about his grade, he
1) shreds his exam paper.
2) lost his girlfriend.
3) watches his favorite TV.
4) tells this situation to his parent with smile face.","4. tells this situation to his parent with smile face.
",4
1843,p,the presentation is a bomb. the presentation,is really bad,is awesome.,tells a story about bomb.,cause bomb,1,"Choose the correct answer below:
the presentation is a bomb. the presentation
1) is really bad
2) is awesome.
3) tells a story about bomb.
4) cause bomb","Choose the correct answer below:
the presentation is a bomb. the presentation
1) is really bad
2) is awesome.
3) tells a story about bomb.
4) cause bomb","1. is really bad
",1
1844,o,The girl has the flu but is otherwise healthy. She,spends the week in the intensive care unit.,stays home from work.,runs a marathon.,takes an ambulance to the hospital.,1,"Choose the correct answer below:
The girl has the flu but is otherwise healthy. She
1) spends the week in the intensive care unit.
2) stays home from work.
3) runs a marathon.
4) takes an ambulance to the hospital.","Choose the correct answer below:
The girl has the flu but is otherwise healthy. She
1) spends the week in the intensive care unit.
2) stays home from work.
3) runs a marathon.
4) takes an ambulance to the hospital.","2. stays home from work.
",2
1845,o,"He was tending to the fire, trying to have it last longer. He",asked his children to quiet down as they bellowed about christmas gifts.,bellows out a Christmas carol.,bellowed at his wife for more cheese.,used the bellows he inherited from grandfather.,3,"Choose the correct answer below:
He was tending to the fire, trying to have it last longer. He
1) asked his children to quiet down as they bellowed about christmas gifts.
2) bellows out a Christmas carol.
3) bellowed at his wife for more cheese.
4) used the bellows he inherited from grandfather.","Choose the correct answer below:
He was tending to the fire, trying to have it last longer. He
1) asked his children to quiet down as they bellowed about christmas gifts.
2) bellows out a Christmas carol.
3) bellowed at his wife for more cheese.
4) used the bellows he inherited from grandfather.","4. used the bellows he inherited from grandfather.
",4
1846,o,"After his recent weight gain, Marcus",planned to kidnap his elder cousin.,wondered when it would next rain.,realized he needed to buy new clothes.,hoped the upcoming baseball season would be enjoyable.,2,"Choose the correct answer below:
After his recent weight gain, Marcus
1) planned to kidnap his elder cousin.
2) wondered when it would next rain.
3) realized he needed to buy new clothes.
4) hoped the upcoming baseball season would be enjoyable.","Choose the correct answer below:
After his recent weight gain, Marcus
1) planned to kidnap his elder cousin.
2) wondered when it would next rain.
3) realized he needed to buy new clothes.
4) hoped the upcoming baseball season would be enjoyable.","3. realized he needed to buy new clothes.
",3
1847,o,I hate all cats except my cat. I,hate playing with my cat.,don't know anything.,love playing with my lion.,love playing with my cat.,3,"Choose the correct answer below:
I hate all cats except my cat. I
1) hate playing with my cat.
2) don't know anything.
3) love playing with my lion.
4) love playing with my cat.","Choose the correct answer below:
I hate all cats except my cat. I
1) hate playing with my cat.
2) don't know anything.
3) love playing with my lion.
4) love playing with my cat.","4. love playing with my cat.
",4
1848,o,The family goes to a vegan restaurant. They,get sorbet for dessert.,order a bacon and tofu dish.,order a steak and some soup.,order vegetables with sausage.,0,"Choose the correct answer below:
The family goes to a vegan restaurant. They
1) get sorbet for dessert.
2) order a bacon and tofu dish.
3) order a steak and some soup.
4) order vegetables with sausage.","Choose the correct answer below:
The family goes to a vegan restaurant. They
1) get sorbet for dessert.
2) order a bacon and tofu dish.
3) order a steak and some soup.
4) order vegetables with sausage.","1. get sorbet for dessert.
",1
1849,o,The dog and his annoyed owner walk through the park. The owner,stops to pet another dog.,smiles at the dog.,yells at the dog for going to the bathroom.,throws the dog a frisbee.,2,"Choose the correct answer below:
The dog and his annoyed owner walk through the park. The owner
1) stops to pet another dog.
2) smiles at the dog.
3) yells at the dog for going to the bathroom.
4) throws the dog a frisbee.","Choose the correct answer below:
The dog and his annoyed owner walk through the park. The owner
1) stops to pet another dog.
2) smiles at the dog.
3) yells at the dog for going to the bathroom.
4) throws the dog a frisbee.","3. yells at the dog for going to the bathroom.
",3
1850,o,I enjoy seeing my enemies fail. The,high school musical proceeded without fail.,dog stood next to its owner and let the children pet its head.,schadenfreude is real.,nice lady at the counter gave me a burrito.,2,"Choose the correct answer below:
I enjoy seeing my enemies fail. The
1) high school musical proceeded without fail.
2) dog stood next to its owner and let the children pet its head.
3) schadenfreude is real.
4) nice lady at the counter gave me a burrito.","Choose the correct answer below:
I enjoy seeing my enemies fail. The
1) high school musical proceeded without fail.
2) dog stood next to its owner and let the children pet its head.
3) schadenfreude is real.
4) nice lady at the counter gave me a burrito.","3. schadenfreude is real.
",3
1851,o,"Benjamin believed the world would be better off without him, so he",enrolled in a local dance class.,planned to take his own life.,donated money to the World Wildlife Foundation.,purchased holiday decorations for his house.,1,"Choose the correct answer below:
Benjamin believed the world would be better off without him, so he
1) enrolled in a local dance class.
2) planned to take his own life.
3) donated money to the World Wildlife Foundation.
4) purchased holiday decorations for his house.","Choose the correct answer below:
Benjamin believed the world would be better off without him, so he
1) enrolled in a local dance class.
2) planned to take his own life.
3) donated money to the World Wildlife Foundation.
4) purchased holiday decorations for his house.","2. planned to take his own life.
",2
1852,o,U.S. government attempts to quantify the costs and benefits of protecting the country’s bodies of water are likely undervaluing healthy lakes and rivers. U.S. government,spent money on protecting the country's bodies of water.,undervalue the cost of protecting the country's bodies of water.,failed to evaluate healthy lakes and rivers.,likes healthy lakes and rivers,2,"Choose the correct answer below:
U.S. government attempts to quantify the costs and benefits of protecting the country’s bodies of water are likely undervaluing healthy lakes and rivers. U.S. government
1) spent money on protecting the country's bodies of water.
2) undervalue the cost of protecting the country's bodies of water.
3) failed to evaluate healthy lakes and rivers.
4) likes healthy lakes and rivers","Choose the correct answer below:
U.S. government attempts to quantify the costs and benefits of protecting the country’s bodies of water are likely undervaluing healthy lakes and rivers. U.S. government
1) spent money on protecting the country's bodies of water.
2) undervalue the cost of protecting the country's bodies of water.
3) failed to evaluate healthy lakes and rivers.
4) likes healthy lakes and rivers","2. undervalue the cost of protecting the country's bodies of water.
",2
1853,q,I put in one billion dollars into my bank account. Then i put in two billion dollars into my account. Now I have,one billion dollars,three billion dollars,nothing,nothing,1,"Choose the correct answer below:
I put in one billion dollars into my bank account. Then i put in two billion dollars into my account. Now I have
1) one billion dollars
2) three billion dollars
3) nothing
4) nothing","Choose the correct answer below:
I put in one billion dollars into my bank account. Then i put in two billion dollars into my account. Now I have
1) one billion dollars
2) three billion dollars
3) nothing
4) nothing","2. three billion dollars
",2
1854,o,The woman and her daughter were happily strolling through the park. The woman,gave people passing by dirty looks.,yelled at her daughter for talking.,turned around and went home.,was smiling.,3,"Choose the correct answer below:
The woman and her daughter were happily strolling through the park. The woman
1) gave people passing by dirty looks.
2) yelled at her daughter for talking.
3) turned around and went home.
4) was smiling.","Choose the correct answer below:
The woman and her daughter were happily strolling through the park. The woman
1) gave people passing by dirty looks.
2) yelled at her daughter for talking.
3) turned around and went home.
4) was smiling.","4. was smiling.
",4
1855,o,Spot the dog's favorite activity at the park was playing frisbee. When they got to the park,his owner threw spot to the park.,his owner threw the park to the frisbee.,his owner realized he only had a tennis ball.,his owner threw Spot to the frisbee.,2,"Choose the correct answer below:
Spot the dog's favorite activity at the park was playing frisbee. When they got to the park
1) his owner threw spot to the park.
2) his owner threw the park to the frisbee.
3) his owner realized he only had a tennis ball.
4) his owner threw Spot to the frisbee.","Choose the correct answer below:
Spot the dog's favorite activity at the park was playing frisbee. When they got to the park
1) his owner threw spot to the park.
2) his owner threw the park to the frisbee.
3) his owner realized he only had a tennis ball.
4) his owner threw Spot to the frisbee.","4. his owner threw Spot to the frisbee.
",4
1856,o,This is a complex problem because,it can be solved easily.,we solved it quickly.,everyone can solve it.,we are not able to solve it.,3,"Choose the correct answer below:
This is a complex problem because
1) it can be solved easily.
2) we solved it quickly.
3) everyone can solve it.
4) we are not able to solve it.","Choose the correct answer below:
This is a complex problem because
1) it can be solved easily.
2) we solved it quickly.
3) everyone can solve it.
4) we are not able to solve it.","4. we are not able to solve it.
",4
1857,o,I don’t know how to do some of the homework problems. So I will go to,eat,the office hour,the football game,sleep,1,"Choose the correct answer below:
I don’t know how to do some of the homework problems. So I will go to
1) eat
2) the office hour
3) the football game
4) sleep","Choose the correct answer below:
I don’t know how to do some of the homework problems. So I will go to
1) eat
2) the office hour
3) the football game
4) sleep","2. the office hour
",2
1858,o,A dog is being led on a leash through a park. His owner stoped,and then gave the dog a treat.,and started to cry.,and meowed.,to speak on his phone.,0,"Choose the correct answer below:
A dog is being led on a leash through a park. His owner stoped
1) and then gave the dog a treat.
2) and started to cry.
3) and meowed.
4) to speak on his phone.","Choose the correct answer below:
A dog is being led on a leash through a park. His owner stoped
1) and then gave the dog a treat.
2) and started to cry.
3) and meowed.
4) to speak on his phone.","1. and then gave the dog a treat.
",1
1859,o,Chris hated going to the local park with his dog. He was always worried because,the dogs would always let their owners run without a leash.,the owners would always play in the mud.,the grass at the park would attack the dogs.,his dog was much smaller than the others.,3,"Choose the correct answer below:
Chris hated going to the local park with his dog. He was always worried because
1) the dogs would always let their owners run without a leash.
2) the owners would always play in the mud.
3) the grass at the park would attack the dogs.
4) his dog was much smaller than the others.","Choose the correct answer below:
Chris hated going to the local park with his dog. He was always worried because
1) the dogs would always let their owners run without a leash.
2) the owners would always play in the mud.
3) the grass at the park would attack the dogs.
4) his dog was much smaller than the others.","4. his dog was much smaller than the others.
",4
1860,o,Bob used to fail every class but then he started working really hard. He,gets good grades now.,gets bad grades now.,fails everytime.,doesn't go to tests.,0,"Choose the correct answer below:
Bob used to fail every class but then he started working really hard. He
1) gets good grades now.
2) gets bad grades now.
3) fails everytime.
4) doesn't go to tests.","Choose the correct answer below:
Bob used to fail every class but then he started working really hard. He
1) gets good grades now.
2) gets bad grades now.
3) fails everytime.
4) doesn't go to tests.","1. gets good grades now.
",1
1861,o,"Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong",is widely feared by the American population.,does not enjoy the same widespread use in Anglophone areas.,will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.,means I will destroy all enemies in Chinese.,1,"Choose the correct answer below:
Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong
1) is widely feared by the American population.
2) does not enjoy the same widespread use in Anglophone areas.
3) will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.
4) means I will destroy all enemies in Chinese.","Choose the correct answer below:
Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong
1) is widely feared by the American population.
2) does not enjoy the same widespread use in Anglophone areas.
3) will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.
4) means I will destroy all enemies in Chinese.","2. does not enjoy the same widespread use in Anglophone areas.
",2
1862,o,"Chauncey did not expect former president Abraham Lincoln to attend his graduation party, because",Abraham Lincoln has been dead for decades.,he had not sent out invitations for the party.,the weather outside was very cold.,Chauncey is a pessimist.,0,"Choose the correct answer below:
Chauncey did not expect former president Abraham Lincoln to attend his graduation party, because
1) Abraham Lincoln has been dead for decades.
2) he had not sent out invitations for the party.
3) the weather outside was very cold.
4) Chauncey is a pessimist.","Choose the correct answer below:
Chauncey did not expect former president Abraham Lincoln to attend his graduation party, because
1) Abraham Lincoln has been dead for decades.
2) he had not sent out invitations for the party.
3) the weather outside was very cold.
4) Chauncey is a pessimist.","1. Abraham Lincoln has been dead for decades.
",1
1863,o,All presidents have been good except for Trump. Trump,is a bad president.,is the best man for the job.,is a good businessman.,is a good president.,0,"Choose the correct answer below:
All presidents have been good except for Trump. Trump
1) is a bad president.
2) is the best man for the job.
3) is a good businessman.
4) is a good president.","Choose the correct answer below:
All presidents have been good except for Trump. Trump
1) is a bad president.
2) is the best man for the job.
3) is a good businessman.
4) is a good president.","1. is a bad president.
",1
1864,o,"Sally did not want Steven to drive her to the store, because",Sally does not believe in Jesus Christ.,Steven is a homosexual.,Sally is a racist.,Steven is blind.,3,"Choose the correct answer below:
Sally did not want Steven to drive her to the store, because
1) Sally does not believe in Jesus Christ.
2) Steven is a homosexual.
3) Sally is a racist.
4) Steven is blind.","Choose the correct answer below:
Sally did not want Steven to drive her to the store, because
1) Sally does not believe in Jesus Christ.
2) Steven is a homosexual.
3) Sally is a racist.
4) Steven is blind.","4. Steven is blind.
",4
1865,o,"This shirt is too expensive, and I don't really want it. I",trip and fall over.,buy it anyways because I'm rich.,don't buy it because I don't have enough money.,go eat a pizza.,2,"Choose the correct answer below:
This shirt is too expensive, and I don't really want it. I
1) trip and fall over.
2) buy it anyways because I'm rich.
3) don't buy it because I don't have enough money.
4) go eat a pizza.","Choose the correct answer below:
This shirt is too expensive, and I don't really want it. I
1) trip and fall over.
2) buy it anyways because I'm rich.
3) don't buy it because I don't have enough money.
4) go eat a pizza.","3. don't buy it because I don't have enough money.
",3
1866,o,The group of people are working on training a machine learning system. The people,are productive when they are hardworking.,produce music like a piano,are not working at all,don't care about the cap,0,"Choose the correct answer below:
The group of people are working on training a machine learning system. The people
1) are productive when they are hardworking.
2) produce music like a piano
3) are not working at all
4) don't care about the cap","Choose the correct answer below:
The group of people are working on training a machine learning system. The people
1) are productive when they are hardworking.
2) produce music like a piano
3) are not working at all
4) don't care about the cap","1. are productive when they are hardworking.
",1
1867,o,"After staring directly at the sun without using eye protection, Stewart",realized he ought to pursue a new career.,purchased tomatoes from the supermarket.,suffered damage to his eyes.,organized a game of beach volleyball.,2,"Choose the correct answer below:
After staring directly at the sun without using eye protection, Stewart
1) realized he ought to pursue a new career.
2) purchased tomatoes from the supermarket.
3) suffered damage to his eyes.
4) organized a game of beach volleyball.","Choose the correct answer below:
After staring directly at the sun without using eye protection, Stewart
1) realized he ought to pursue a new career.
2) purchased tomatoes from the supermarket.
3) suffered damage to his eyes.
4) organized a game of beach volleyball.","3. suffered damage to his eyes.
",3
1868,p,I was at a baseball game last weekend. We,started a wave and watched it go around the crowd,saw an alligator smile.,yelled at all the bats flying around.,ate a birthday cake shaped like a hotdog.,0,"Choose the correct answer below:
I was at a baseball game last weekend. We
1) started a wave and watched it go around the crowd
2) saw an alligator smile.
3) yelled at all the bats flying around.
4) ate a birthday cake shaped like a hotdog.","Choose the correct answer below:
I was at a baseball game last weekend. We
1) started a wave and watched it go around the crowd
2) saw an alligator smile.
3) yelled at all the bats flying around.
4) ate a birthday cake shaped like a hotdog.","1. started a wave and watched it go around the crowd
",1
1869,o,Mobile phones are harmful when growing children use them. Mobile phones,should be given to growing children to play everyday,hinder parents growing up,should not be shown to children as they grow,should be given to growing children to play so that they don't get bored,2,"Choose the correct answer below:
Mobile phones are harmful when growing children use them. Mobile phones
1) should be given to growing children to play everyday
2) hinder parents growing up
3) should not be shown to children as they grow
4) should be given to growing children to play so that they don't get bored","Choose the correct answer below:
Mobile phones are harmful when growing children use them. Mobile phones
1) should be given to growing children to play everyday
2) hinder parents growing up
3) should not be shown to children as they grow
4) should be given to growing children to play so that they don't get bored","3. should not be shown to children as they grow
",3
1870,o,"After he left the airport from a tiring seven hour flight, Bob's",only desire was to sleep.,foot was on fire.,mother sat next to him on the plane.,backpack told him to sleep.,0,"Choose the correct answer below:
After he left the airport from a tiring seven hour flight, Bob's
1) only desire was to sleep.
2) foot was on fire.
3) mother sat next to him on the plane.
4) backpack told him to sleep.","Choose the correct answer below:
After he left the airport from a tiring seven hour flight, Bob's
1) only desire was to sleep.
2) foot was on fire.
3) mother sat next to him on the plane.
4) backpack told him to sleep.","1. only desire was to sleep.
",1
1871,o,"Money brings luxury, I am living a luxurious life because",I am poor.,I am rich.,I am not rich.,I have no money.,1,"Choose the correct answer below:
Money brings luxury, I am living a luxurious life because
1) I am poor.
2) I am rich.
3) I am not rich.
4) I have no money.","Choose the correct answer below:
Money brings luxury, I am living a luxurious life because
1) I am poor.
2) I am rich.
3) I am not rich.
4) I have no money.","2. I am rich.
",2
